OBJECTID,PROJECT_NAME,STATION_NAME,ACTIVITY_NO,ACTIVITY_END_DATE,ECOREGION_NAME,HUC_CD,WATERBODY_NAME,LATITUDE_MEASURE,LONGITUDE_MEASURE,UTM_EAST,UTM_NORTH,STATION_DESC,STATION_ALT_NAME,FIX_STA_NAME,STATION_TYPE_NAME,COUNTY_NAME,HUC_LEVEL,HUC_NAME,ECOREGION_CD,SUBSTANCE_NAME,ANALYTICAL_METHOD_NAME,CAS_QUALIFIER_NAME,LAB_RESULT,LAB_RESULT_TEXT,LAB_REPORT_LIMIT,REPORT_UNIT,LAB_DILUTION_MULTIPLIER,QA_FLAGS
57,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,476.000000000000000,476,10.000000000000000,mg/L,1.000000000000000,
58,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,7.000000000000000,7,4.000000000000000,mg/L,1.000000000000000,
59,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,438.000000000000000,438,10.000000000000000,mg/L,1.000000000000000,
60,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
61,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
62,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.400000000000000,1.4,0.100000000000000,mg/L,1.000000000000000,
63,2011 Fixed Station Monitoring,GMW070-0006,AB05288,9/7/2011 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
64,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,484.000000000000000,484,10.000000000000000,mg/L,1.000000000000000,
65,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,
66,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,467.000000000000000,467,10.000000000000000,mg/L,1.000000000000000,
67,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
68,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,-1.000000000000000,<.3,0.300000000000000,mg/L,1.000000000000000,
69,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.500000000000000,1.5,0.100000000000000,mg/L,1.000000000000000,
70,2011 Fixed Station Monitoring,GMW070-0006,AB05523,10/4/2011 10:50:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
71,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,497.000000000000000,497,10.000000000000000,mg/L,1.000000000000000,
72,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,HJ
73,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,462.000000000000000,462,10.000000000000000,mg/L,1.000000000000000,
74,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
75,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
76,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,2.300000000000000,2.3,0.100000000000000,mg/L,1.000000000000000,
77,2011 Fixed Station Monitoring,GMW070-0006,AB05715,11/1/2011 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
78,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,541.000000000000000,541,10.000000000000000,mg/L,1.000000000000000,
79,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,304.000000000000000,304,8.000000000000000,mg/L,2.000000000000000,
80,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,231.000000000000000,231,10.000000000000000,mg/L,1.000000000000000,
81,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
82,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,2.200000000000000,2.2,0.300000000000000,mg/L,1.000000000000000,QJ
83,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,2.100000000000000,2.1,0.100000000000000,mg/L,1.000000000000000,
84,2011 Fixed Station Monitoring,GMW070-0006,AB06151,12/5/2011 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,0.470000000000000,.47,0.030000000000000,mg/L,1.000000000000000,
85,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,421.000000000000000,421,10.000000000000000,mg/L,1.000000000000000,
86,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,4.000000000000000,4,4.000000000000000,mg/L,1.000000000000000,
87,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,385.000000000000000,385,10.000000000000000,mg/L,1.000000000000000,
88,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
89,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.300000000000000,.3,0.300000000000000,mg/L,1.000000000000000,
90,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,3.700000000000000,3.7,0.100000000000000,mg/L,1.000000000000000,
91,2012 Fixed Station Monitoring,GMW070-0006,AB06511,1/4/2012 11:15:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,0.040000000000000,.04,0.030000000000000,mg/L,1.000000000000000,
92,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,408.000000000000000,408,10.000000000000000,mg/L,1.000000000000000,
93,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,
94,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,377.000000000000000,377,10.000000000000000,mg/L,1.000000000000000,
95,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
96,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,-1.000000000000000,<.3,0.300000000000000,mg/L,1.000000000000000,
97,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,2.700000000000000,2.7,0.100000000000000,mg/L,1.000000000000000,
98,2012 Fixed Station Monitoring,GMW070-0006,AB06937,2/21/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
99,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,415.000000000000000,415,10.000000000000000,mg/L,1.000000000000000,
100,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,8.000000000000000,8,4.000000000000000,mg/L,1.000000000000000,
101,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,379.000000000000000,379,10.000000000000000,mg/L,1.000000000000000,
102,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
103,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
104,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,2.300000000000000,2.3,0.100000000000000,mg/L,1.000000000000000,
105,2012 Fixed Station Monitoring,GMW070-0006,AB07339,3/13/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
106,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,420.000000000000000,420,10.000000000000000,mg/L,1.000000000000000,
107,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,
108,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,385.000000000000000,385,10.000000000000000,mg/L,1.000000000000000,
109,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
110,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.300000000000000,.3,0.300000000000000,mg/L,1.000000000000000,
111,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.700000000000000,1.7,0.100000000000000,mg/L,1.000000000000000,
112,2012 Fixed Station Monitoring,GMW070-0006,AB07770,4/10/2012 11:10:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
113,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,426.000000000000000,426,10.000000000000000,mg/L,1.000000000000000,
114,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,58.000000000000000,58,4.000000000000000,mg/L,1.000000000000000,
